2023-11-28 10:05:57,046 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/practice2/Broker/apache-activemq-6.0.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2023-11-28 10:05:57,054 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[/Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/practice2/Broker/apache-activemq-6.0.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2023-11-28 10:05:57,086 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | main
2023-11-28 10:05:57,087 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-11-28 10:05:57,516 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | main
2023-11-28 10:05:57,517 | INFO  | PListStore:[/Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/practice2/Broker/apache-activemq-6.0.0/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-11-28 10:05:57,517 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | main
2023-11-28 10:05:57,517 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | main
2023-11-28 10:05:57,689 | INFO  | Apache ActiveMQ 6.0.0 (localhost, ID:MacBook-3.local-52187-1701165957534-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-11-28 10:05:57,721 | INFO  | Listening for connections at: tcp://MacBook-3.local:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-11-28 10:05:57,721 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-11-28 10:05:57,728 | INFO  | Listening for connections at: amqp://MacBook-3.local:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-11-28 10:05:57,729 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-11-28 10:05:57,734 | INFO  | Listening for connections at: stomp://MacBook-3.local:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-11-28 10:05:57,734 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-11-28 10:05:57,741 | INFO  | Listening for connections at: mqtt://MacBook-3.local:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-11-28 10:05:57,741 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-11-28 10:05:57,750 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2023-11-28 10:05:57,833 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2023-11-28 10:05:58,006 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7fdab70c{/,null,STARTING} has uncovered HTTP methods for the following paths: [/] | org.eclipse.jetty.security.SecurityHandler | main
2023-11-28 10:05:58,049 | INFO  | Listening for connections at ws://MacBook-3.local:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-11-28 10:05:58,049 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-11-28 10:05:58,050 | INFO  | Apache ActiveMQ 6.0.0 (localhost, ID:MacBook-3.local-52187-1701165957534-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-11-28 10:05:58,050 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-11-28 10:05:58,060 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/practice2/Broker/apache-activemq-6.0.0/data/kahadb only has 2411 mb of usable space. - resetting to maximum available disk space: 2411 mb | org.apache.activemq.broker.BrokerService | main
2023-11-28 10:05:58,060 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/practice2/Broker/apache-activemq-6.0.0/data only has 2411 mb of usable space. - resetting to maximum available disk space: 2411 mb | org.apache.activemq.broker.BrokerService | main
2023-11-28 10:05:59,261 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-11-28 10:05:59,261 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2023-11-28 10:33:40,550 | INFO  | Apache ActiveMQ 6.0.0 (localhost, ID:MacBook-3.local-52187-1701165957534-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2023-11-28 10:33:40,555 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-11-28 10:33:40,556 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-11-28 10:33:40,556 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: amqp://0.0.0.0:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2023-11-28 10:33:40,556 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: amqp://0.0.0.0:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2023-11-28 10:33:40,556 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-11-28 10:33:40,557 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-11-28 10:33:40,578 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2023-11-28 10:33:40,585 | INFO  | PListStore:[/Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/practice2/Broker/apache-activemq-6.0.0/data/localhost/tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2023-11-28 10:33:40,586 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2023-11-28 10:33:40,586 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2023-11-28 10:33:40,586 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2023-11-28 10:33:40,631 | INFO  | Apache ActiveMQ 6.0.0 (localhost, ID:MacBook-3.local-52187-1701165957534-0:1) uptime 27 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2023-11-28 10:33:40,632 | INFO  | Apache ActiveMQ 6.0.0 (localhost, ID:MacBook-3.local-52187-1701165957534-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2023-12-16 12:51:11,966 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/final-project/Bus/apache-activemq-6.0.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:11,977 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[/Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/final-project/Bus/apache-activemq-6.0.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:12,001 | INFO  | Database /Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/final-project/Bus/apache-activemq-6.0.0/data/kahadb/lock is locked by another server. This broker is now in slave mode waiting a lock to be acquired | org.apache.activemq.store.SharedFileLocker | main
2023-12-16 12:51:45,765 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/final-project/Bus/apache-activemq-6.0.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:45,770 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[/Users/Yulieth91091/Documents/TU-Chemnitz/Desarrollo-de-Aplicaciones-para-Ciencia-de-Datos/DACD/DACD/final-project/Bus/apache-activemq-6.0.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2023-12-16 12:51:45,797 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | main
2023-12-16 12:51:45,797 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-12-16 12:51:45,871 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-12-16 12:51:46,342 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | main
